PROMBEF_n,PROMAFT_n,TRATAMIENTO_N,Af_inver,asisten,EDAD,GENERO,TIPOPOBLACION,CATEGORIA1,ZONAREG,EDADCAT,NUM_NUC,Puntaje
4924.731,2822.28615384615,CONTROL,AFECTADO,0,40,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",De 5 a 8,245
15363.44,6627.08384615385,CONTROL,AFECTADO,0,53,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",De 5 a 8,244
0,774.725384615385,CONTROL,AFECTADO,0,79,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(60,92]",Hasta 4,244
0,1571.42846153846,CONTROL,AFECTADO,0,50,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,243
0,1942.30769230769,CONTROL,AFECTADO,0,39,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",De 5 a 8,243
5881.72,6645.39769230769,CONTROL,AFECTADO,0,41,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,243
0,3095.23846153846,CONTROL,AFECTADO,0,36,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,243
12666.667,14258.5376923077,CONTROL,AFECTADO,0,34,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,243
10075.269,6637.12692307692,CONTROL,AFECTADO,0,38,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,243
0,3366.3,CONTROL,AFECTADO,0,38,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",De 5 a 8,241
4030.107,4034.32538461538,CONTROL,AFECTADO,0,39,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,241
11312.904,9799.74461538461,CONTROL,AFECTADO,0,29,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,241
6922.58,6379.44538461538,CONTROL,AFECTADO,0,29,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,240
13922.581,4356.96615384615,CONTROL,AFECTADO,0,76,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(60,92]",Hasta 4,240
12277.419,13564.9884615385,CONTROL,AFECTADO,0,32,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,240
14453.765,15541.7707692308,CONTROL,AFECTADO,0,33,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,239
12638.71,5379.89,CONTROL,AFECTADO,0,43,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,239
7860.215,7939.26538461538,CONTROL,AFECTADO,0,38,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,239
17845.163,6487.41615384615,CONTROL,AFECTADO,0,27,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,239
0,247.253076923077,CONTROL,AFECTADO,0,30,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",De 5 a 8,239
0,2678.57076923077,CONTROL,AFECTADO,0,38,MASCULINO,DESPLAZADOS,BAJO,NORTE,"(33,45]",Hasta 4,238
2837.633,3021.15153846154,CONTROL,AFECTADO,0,50,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,238
0,741.759230769231,CONTROL,AFECTADO,0,50,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,238
4516.129,5416.51923076923,CONTROL,AFECTADO,0,48,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,238
0,1401.09923076923,CONTROL,AFECTADO,0,60,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,238
4975.269,2175.05538461538,CONTROL,AFECTADO,0,44,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,237
6664.515,3801.48846153846,CONTROL,AFECTADO,0,37,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,237
6537.635,6388.98769230769,CONTROL,AFECTADO,0,39,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,235
3741.936,2411.73230769231,CONTROL,AFECTADO,0,33,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,235
8827.957,3331.26615384615,CONTROL,AFECTADO,0,31,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,235
6247.312,576.923076923077,CONTROL,AFECTADO,0,33,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,235
5247.312,428.570769230769,CONTROL,AFECTADO,0,31,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,235
6193.549,4584.07230769231,CONTROL,AFECTADO,0,26,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,235
5019.353,2992.20230769231,CONTROL,AFECTADO,0,87,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(60,92]",Hasta 4,235
2419.354,4084.36692307692,CONTROL,AFECTADO,0,72,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(60,92]",Hasta 4,235
6137.632,3733.25076923077,CONTROL,AFECTADO,0,77,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(60,92]",Hasta 4,235
0,576.923076923077,CONTROL,AFECTADO,0,69,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(60,92]",Hasta 4,235
47180.646,4458.49538461538,CONTROL,AFECTADO,0,27,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",De 9 a 12,234
2129.032,2160.40384615385,CONTROL,AFECTADO,0,51,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,234
1706.453,2136.74153846154,CONTROL,AFECTADO,0,40,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",De 5 a 8,234
4892.474,1850.70384615385,CONTROL,AFECTADO,0,49,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",De 5 a 8,233
1612.903,1344.46923076923,CONTROL,AFECTADO,0,53,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",De 5 a 8,233
8483.871,1616.44769230769,CONTROL,AFECTADO,0,39,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",De 5 a 8,232
 ,3756.61444444444,CONTROL,AFECTADO,0,30,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",De 5 a 8,232
12344.086,7459.53,CONTROL,AFECTADO,0,28,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,232
24372.76,8680.13769230769,CONTROL,AFECTADO,0,34,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,232
0,3443.22307692308,CONTROL,AFECTADO,0,40,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,232
3924.731,6866.95,CONTROL,AFECTADO,0,42,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,232
2841.936,2449.66153846154,CONTROL,AFECTADO,0,31,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,231
0,739.010769230769,CONTROL,AFECTADO,0,29,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,231
0,3040.32230769231,CONTROL,AFECTADO,0,30,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,231
4268.817,1390.78923076923,CONTROL,AFECTADO,0,31,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,231
0,1641.17230769231,CONTROL,AFECTADO,0,33,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,231
0,0,CONTROL,AFECTADO,0,27,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,231
4290.322,2355.37076923077,CONTROL,AFECTADO,0,61,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(60,92]",Hasta 4,231
4019.354,2771.12153846154,CONTROL,AFECTADO,0,66,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(60,92]",Hasta 4,231
2003.227,834.78,CONTROL,AFECTADO,0,55,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",De 5 a 8,229
8387.097,4681.14153846154,CONTROL,AFECTADO,0,48,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",De 5 a 8,229
3909.676,3356.43461538462,CONTROL,AFECTADO,0,54,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",De 5 a 8,229
2600.001,1877.96846153846,CONTROL,AFECTADO,0,55,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",De 5 a 8,229
0,2434.06615384615,CONTROL,AFECTADO,0,47,FEMENINO,DESPLAZADOS,BAJO,NORTE,"(45,60]",Hasta 4,228
0,7124.54307692308,CONTROL,AFECTADO,0,44,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,228
13419.354,10070.3061538462,CONTROL,AFECTADO,0,35,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,228
24014.3355555556,8788.25461538462,CONTROL,AFECTADO,0,40,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,228
8182.796,6618.81076923077,CONTROL,AFECTADO,0,38,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,228
11038.709,3107.11307692308,CONTROL,AFECTADO,0,44,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,228
0,384.615384615385,CONTROL,AFECTADO,0,40,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,228
7860.216,8451.46538461539,CONTROL,AFECTADO,0,27,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,228
11688.171,6930.16846153846,CONTROL,AFECTADO,0,27,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,228
6849.462,5628.02769230769,CONTROL,AFECTADO,0,46,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,227
14159.139,7929.22230769231,CONTROL,AFECTADO,0,49,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,227
11752.688,8946.59076923077,CONTROL,AFECTADO,0,60,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,227
7215.054,8099.66923076923,CONTROL,AFECTADO,0,31,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,227
3341.936,3068.06153846154,CONTROL,AFECTADO,0,62,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(60,92]",De 5 a 8,226
5569.892,1495.56846153846,CONTROL,AFECTADO,0,29,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",De 5 a 8,225
7215.054,10030.0715384615,CONTROL,AFECTADO,0,31,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,225
3924.731,4635.47230769231,CONTROL,AFECTADO,0,45,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",De 5 a 8,225
9827.957,8708.49615384615,CONTROL,AFECTADO,0,40,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,225
6961.29,3275.43384615385,CONTROL,AFECTADO,0,42,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,224
2954.84,2801.04538461538,CONTROL,AFECTADO,0,42,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,224
6377.421,4840.21461538462,CONTROL,AFECTADO,0,35,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,224
5783.871,5049.53769230769,CONTROL,AFECTADO,0,34,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,224
0,1098.90076923077,CONTROL,AFECTADO,0,39,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,224
15973.12,9974.65307692308,CONTROL,AFECTADO,0,27,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,224
11053.763,8275.43461538461,CONTROL,AFECTADO,0,29,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,224
11602.151,11126.4023076923,CONTROL,AFECTADO,0,48,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",De 5 a 8,224
4924.731,2401.98538461538,CONTROL,AFECTADO,0,31,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,224
4903.226,1408.45307692308,CONTROL,AFECTADO,0,30,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,224
7554.838,5266.15846153846,CONTROL,AFECTADO,0,33,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",De 5 a 8,223
0,2197.80230769231,CONTROL,AFECTADO,0,50,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,223
13344.086,8691.95384615385,CONTROL,AFECTADO,0,27,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,222
3591.397,3353.42153846154,CONTROL,AFECTADO,0,34,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,221
6892.473,5379.88923076923,CONTROL,AFECTADO,0,37,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,221
5225.806,4653.78769230769,CONTROL,AFECTADO,0,41,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",De 5 a 8,221
0,4789.37769230769,CONTROL,AFECTADO,0,32,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,220
6196.773,2123.77384615385,CONTROL,AFECTADO,0,48,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",De 5 a 8,220
3741.936,2452.67692307692,CONTROL,AFECTADO,0,50,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",De 5 a 8,220
1767.741,385.146923076923,CONTROL,AFECTADO,0,46,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",De 5 a 8,220
4012.902,5260.19230769231,CONTROL,AFECTADO,0,50,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",De 5 a 8,220
2753.765,1213.39923076923,CONTROL,AFECTADO,0,56,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",De 5 a 8,220
1870.967,2610.95461538461,CONTROL,AFECTADO,0,50,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",De 5 a 8,220
1367.741,1836.22769230769,CONTROL,AFECTADO,0,51,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",De 5 a 8,220
0,4230.76923076923,CONTROL,AFECTADO,0,49,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,220
9910.753,8008.09461538462,CONTROL,AFECTADO,0,32,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,219
0,824.176153846154,CONTROL,AFECTADO,0,38,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,217
2458.063,2960.83,CONTROL,AFECTADO,0,62,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(60,92]",De 5 a 8,217
1354.838,1770.82615384615,CONTROL,AFECTADO,0,41,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,215
3591.397,4096.06538461538,CONTROL,AFECTADO,0,37,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,215
5860.215,6433.88923076923,CONTROL,AFECTADO,0,31,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,215
18204.3,10168.9715384615,CONTROL,AFECTADO,0,29,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,215
7172.043,9019.85153846154,CONTROL,AFECTADO,0,26,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,215
12075.269,7652.72384615385,CONTROL,AFECTADO,0,26,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,215
10118.28,9772.53923076923,CONTROL,AFECTADO,0,26,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,215
15946.236,11327.5438461538,CONTROL,AFECTADO,0,30,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,215
8827.957,9006.26384615385,CONTROL,AFECTADO,0,30,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,215
13677.419,10012.4069230769,CONTROL,AFECTADO,0,26,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,215
0,512.82,CONTROL,AFECTADO,0,28,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,215
6860.215,7689.35461538462,CONTROL,AFECTADO,0,26,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,215
4602.15,9693.96230769231,CONTROL,AFECTADO,0,29,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,215
9473.119,8964.90769230769,CONTROL,AFECTADO,0,27,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,215
11731.183,6930.16769230769,CONTROL,AFECTADO,0,27,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,215
5924.731,6645.39769230769,CONTROL,AFECTADO,0,26,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,215
0,3919.41384615385,CONTROL,AFECTADO,0,26,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,215
7537.635,6122.53307692308,CONTROL,AFECTADO,0,44,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,214
6849.462,7770.88461538462,CONTROL,AFECTADO,0,35,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,214
3440.85888888889,4371.85461538462,CONTROL,AFECTADO,0,33,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,213
2812.903,3588.62153846154,CONTROL,AFECTADO,0,31,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,213
10335.482,14213.2223076923,CONTROL,AFECTADO,0,46,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",De 5 a 8,213
0,3113.55307692308,CONTROL,AFECTADO,0,67,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(60,92]",Hasta 4,213
4599.999,2673.52,CONTROL,AFECTADO,0,49,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,212
1870.967,1534.03,CONTROL,AFECTADO,0,53,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,212
2448.387,1641.70384615385,CONTROL,AFECTADO,0,49,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,212
11118.28,6645.39769230769,CONTROL,AFECTADO,0,26,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,211
0,2362.63769230769,CONTROL,AFECTADO,0,32,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,211
5715.054,8468.62846153846,CONTROL,AFECTADO,0,29,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,211
9419.355,9143.33076923077,CONTROL,AFECTADO,0,31,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,211
8182.796,7424.67230769231,CONTROL,AFECTADO,0,31,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,211
6182.795,6407.30307692308,CONTROL,AFECTADO,0,29,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,211
7161.29,5654.61461538462,CONTROL,AFECTADO,0,28,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,211
0,5512.82076923077,CONTROL,AFECTADO,0,29,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,211
0,5000,CONTROL,AFECTADO,0,30,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,211
8182.795,4159.28230769231,CONTROL,AFECTADO,0,26,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,211
4569.893,512.82,CONTROL,AFECTADO,0,26,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,211
6275.269,3718.42153846154,CONTROL,AFECTADO,0,32,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,209
10119.356,2045.34461538462,CONTROL,AFECTADO,0,32,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,209
0,5122.71,CONTROL,AFECTADO,0,32,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",De 9 a 12,208
14440.86,9550.54307692308,CONTROL,AFECTADO,0,32,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,208
21169.893,12517.3123076923,CONTROL,AFECTADO,0,27,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,208
0,0,CONTROL,AFECTADO,0,45,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,208
15279.57,8895.19076923077,CONTROL,AFECTADO,0,34,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,208
12096.774,7964.08,CONTROL,AFECTADO,0,35,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,208
7806.451,8657.09538461538,CONTROL,AFECTADO,0,45,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,208
0,4120.87923076923,CONTROL,AFECTADO,0,34,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,208
12231.183,9432.29230769231,CONTROL,AFECTADO,0,24,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(20,25]",De 5 a 8,206
0,772.509230769231,CONTROL,AFECTADO,0,52,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,205
967.743,5336.76076923077,CONTROL,AFECTADO,0,32,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",De 5 a 8,204
7548.387,6159.16384615385,CONTROL,AFECTADO,0,27,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,204
13365.591,9639.84461538461,CONTROL,AFECTADO,0,32,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,204
5236.558,5628.02769230769,CONTROL,AFECTADO,0,32,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,204
11408.602,8468.62923076923,CONTROL,AFECTADO,0,30,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,204
12376.344,13483.9892307692,CONTROL,AFECTADO,0,28,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,204
11741.936,5654.61538461538,CONTROL,AFECTADO,0,28,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,204
17562.7233333333,7672.81153846154,CONTROL,AFECTADO,0,27,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,204
6537.635,7902.63538461538,CONTROL,AFECTADO,0,28,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,204
0,4487.17923076923,CONTROL,AFECTADO,0,31,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,204
0,4010.98923076923,CONTROL,AFECTADO,0,26,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,204
0,1868.13230769231,CONTROL,AFECTADO,0,51,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,203
9494.623,11695.6161538462,CONTROL,AFECTADO,0,33,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,200
4913.977,6142.62153846154,CONTROL,AFECTADO,0,29,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,200
11741.935,9516.12923076923,CONTROL,AFECTADO,0,28,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,200
9150.538,6645.39769230769,CONTROL,AFECTADO,0,27,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,200
7215.054,7666.31307692308,CONTROL,AFECTADO,0,26,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,200
0,3388.27846153846,CONTROL,AFECTADO,0,29,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,200
0,1813.18692307692,CONTROL,AFECTADO,0,30,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,200
7161.291,7139.90307692308,CONTROL,AFECTADO,0,28,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,200
7483.871,1701.40615384615,CONTROL,AFECTADO,0,29,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,200
0,3644.68846153846,CONTROL,AFECTADO,0,29,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,200
0,1813.18692307692,CONTROL,AFECTADO,0,30,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",De 5 a 8,197
17921.1455555556,8531.84461538461,CONTROL,AFECTADO,0,45,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,197
0,2820.51307692308,CONTROL,AFECTADO,0,39,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,197
0,2344.32230769231,CONTROL,AFECTADO,0,26,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,197
2777.42,3534.17692307692,CONTROL,AFECTADO,0,27,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,196
6182.796,5974.18153846154,CONTROL,AFECTADO,0,24,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(20,25]",Hasta 4,196
11731.183,6858.67923076923,CONTROL,AFECTADO,0,30,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,193
6505.376,4360.74769230769,CONTROL,AFECTADO,0,68,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(60,92]",Hasta 4,193
0,2838.82769230769,CONTROL,AFECTADO,0,33,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,189
